Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DE SERRINHA DOS PINTOS,24023248,RN,Serrinha dos Pintos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EUGENIO COSTA, 17 CENTRO. 59808-000 Serrinha dos Pintos - RN.",(84) 999815026,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.111627691,-37.95634889
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR JOAQUIM INACIO ENSINO MEDIO EM TEMPO INTEGRAL,24023302,RN,Martins,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, JOCELYN VILAR. 59800-000 Martins - RN.",(84) 33912338,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-6.0911315,-37.9227723
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FRANCISCO DE ASSIS DA SILVA,24023671,RN,Serrinha dos Pintos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA 05, CENTRO. 59808-000 Serrinha dos Pintos - RN.",(84) 33980181,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-6.1158843,-37.9628043
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 20 DE SETEMBRO,24023701,RN,Olho d'Água do Borges,Urbana,A escola não está em área de localização diferenciada,Pública,"R RAIMUNDO NONATO DE OLIVEIRA, CENTRO. 59730-000 Olho d'Água do Borges - RN.",(84) 996679224,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.9538651,-37.7092741
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR EDINO JALES,24023973,RN,Patu,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENTO BANDEIRA, ESTACAO. 59770-000 Patu - RN.",(84) 33612316,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-6.1020098,-37.6360589
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL XAVIER FERNANDES,24023981,RN,Patu,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE GODEIRO, CIDADE DO SOL. 59770-000 Patu - RN.",(84) 998005676,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.096816667,-37.636065
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO GODEIRO,24024023,RN,Patu,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RAFAEL JACOME, 18 CENTRO. 59770-000 Patu - RN.",(84) 33612233,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.1107533,-37.6382459
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL RAFAEL GODEIRO,24024562,RN,Rafael Godeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FELIPE SANTIAGO, 49 CENTRO. 59740-000 Rafael Godeiro - RN.",(84) 996357218,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-6.0734331,-37.7160471
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 11 DE AGOSTO,24024902,RN,Umarizal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV 27 DE NOVEMBRO, CENTRO. 59865-000 Umarizal - RN.",(84) 33972221,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.989072,-37.8178295
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF ANALIA COSTA,24024910,RN,Umarizal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RAUL ALENCAR, 26 CENTRO. 59865-000 Umarizal - RN.",(84) 33972598,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ZENON DE SOUZA,24024929,RN,Umarizal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV 27 DE NOVEMBRO, CENTRO. 59865-000 Umarizal - RN.",(84) 33972203,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.98844216,-37.81779198
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE AUGUSTO VARELA,24025275,RN,Galinhos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PREFEITO NHO GALVAO, 276 CENTRO. 59596-000 Galinhos - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.091278,-36.27481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MONSENHOR JOAQUIM HONORIO ENS FUND E MEDIO,24025283,RN,Guamaré,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUIZ DE SOUZA MIRANDA, 246 CENTRO. 59598-000 Guamaré - RN.",(84) 35254741,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.1074183,-36.3194889
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL NADIA MARIA CAMARA,24025305,RN,Guamaré,Rural,A escola não está em área de localização diferenciada,Pública,"TRAVESSA RITA DE CASSIA, 2 BAIXA DO MEIO. 59598-000 Guamaré - RN.",(84) 35256304,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.2526164,-36.3538382
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DONANA AVELINO,24025534,RN,Macau,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONEGO VICENTE PIMENTEL, 285 PORTO DE SAO PEDRO. 59500-000 Macau - RN.",(84) 35216458,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.11304826,-36.63091838
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DUQUE DE CAXIAS,24025550,RN,Macau,Urbana,A escola não está em área de localização diferenciada,Pública,"R AUGUSTO SEVERO, 305 CENTRO. 59500-000 Macau - RN.",(84) 35216453,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.1171552,-36.6333348
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA CLARA TETEO,24025569,RN,Macau,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA CENTENARIO, 683 PORTO DE SAO PEDRO. 59500-000 Macau - RN.",(84) 35216454,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.1102685,-36.6278667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR JOSE OLAVO DO VALE,24025577,RN,Macau,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAFE FILHO, 139 CENTRO. 59500-000 Macau - RN.",(84) 35216459,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.116106244,-36.63049073
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES BEZERRA,24025585,RN,Macau,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, PORTO DE SAO PEDRO. 59500-000 Macau - RN.",(84) 35216460,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.1101421,-36.6356846
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DIOGO LOPES,24025607,RN,Macau,Rural,A escola não está em área de localização diferenciada,Pública,"RUA BELA VISTA, DIOGO LOPES. 59500-000 Macau - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.083817,-36.4622372
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SENADOR DINARTE MARIZ,24025887,RN,São Bento do Norte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOVA, 655 CENTRO. 59590-000 São Bento do Norte - RN.",(84) 32603932,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.063750952,-36.04302133
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL GODOFREDO CACHO,24026026,RN,Caiçara do Norte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IRMA ALOISIA, 200 CENTRO. 59592-000 Caiçara do Norte - RN.",(84) 991700077,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.0633837,-36.0471921
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA GILDECINA BEZERRA,24026107,RN,Afonso Bezerra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VEREADOR ADAUTO SOLINO, CENTRO. 59510-000 Afonso Bezerra - RN.",(84) 35332499,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.4974453,-36.5110718
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE AVELINO,24026115,RN,Afonso Bezerra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CEL JOSE FRANCISCO, 84 CENTRO. 59510-000 Afonso Bezerra - RN.",(84) 35332618,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.4995266,-36.5070417
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA ALINA PINHEIRO,24026131,RN,Afonso Bezerra,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA 27 DE OUTUBRO, 102 CENTRO. 59510-000 Afonso Bezerra - RN.",(84) 35332262,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.4998395,-36.5044537
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFª JOANA HONORIO DA SILVEIRA MOURA,24026522,RN,Angicos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CEL LUIS PINHEIRO, 120 CENTRO. 59515-000 Angicos - RN.",(84) 35312895,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.6613379,-36.6013948
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOSE RUFINO,24026549,RN,Angicos,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SEN GEORGINO AVELINO, 110 CENTRO. 59515-000 Angicos - RN.",(84) 35313949,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.6646938,-36.6009989
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR FRANCISCO VERAS,24026557,RN,Angicos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VICENTE GERMANO, 60 ALTO DO TRIANGULO. 59515-000 Angicos - RN.",(84) 35313919,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.6682254,-36.6011467
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA FRANCISCA ALVES DA SILVA,24026816,RN,Fernando Pedroza,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VER JOAO SALVIANO SOBRINHO, 157 CENTRO. 59517-000 Fernando Pedroza - RN.",(84) 35382347,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.6961586,-36.5310748
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 7 DE SETEMBRO,24026875,RN,Caiçara do Rio do Vento,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA JOSE VITORINO DE ANDRADE, 53 CENTRO. 59540-000 Caiçara do Rio do Vento - RN.",(84) 998303422,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.759595,-35.9974151
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR GERALDO ANDRADE TEIXEIRA,24026883,RN,Caiçara do Rio do Vento,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRESIDENTE CAFE FILHO, CENTRO. 59540-000 Caiçara do Rio do Vento - RN.",(84) 32682321,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.75850116,-35.99890641
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CORONEL MIGUEL TEIXEIRA,24027057,RN,Jardim de Angicos,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DA MATRIZ, 66 CENTRO. 59544-000 Jardim de Angicos - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-5.6534025,-35.969346
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FRANCISCO DE OLIVEIRA CABRAL,24027286,RN,Lajes,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JUCA BARROS, ANTONIO DE MELO. 59535-000 Lajes - RN.",(84) 35323571,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.7024262,-36.2490759
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PEDRO II,24027316,RN,Lajes,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA MONSENHOR VICENTE DE PAULA, 476 CENTRO. 59535-000 Lajes - RN.",(84) 35323574,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-5.6990498,-36.243948
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF GERCINA BEZERRA ENS 1 E 2 GRAU,24027634,RN,Pedra Preta,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CEL JOSE DA COSTA ALECRIM, 142 CENTRO. 59547-000 Pedra Preta - RN.",(84) 35360993,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-5.58157145,-36.1047445
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ABEL FURTADO,24027979,RN,Pedro Avelino,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO MATADOURO, 419 PREDIO PROPRIO. CENTRO. 59530-000 Pedro Avelino - RN.",(84) 991704789,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.5236446,-36.3860074
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA JOSEFA SAMPAIO MARINHO,24027987,RN,Pedro Avelino,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO FRUTUOSO BEZERRA, 38 CENTRO. 59530-000 Pedro Avelino - RN.",(84) 35342280,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-5.5186044,-36.388011
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ALBINO AVELINO ENS 1 GRAU,24028428,RN,Cerro Corá,Rural,A escola não está em área de localização diferenciada,Pública,"POVOADO ALBINO, ZONA RURAL. 59395-000 Cerro Corá - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.079314281,-36.42505506
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE QUERUBINA SILVEIRA ENS FUND E MEDIO,24028444,RN,Cerro Corá,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SAO JOAO, 279 CENTRO. 59395-000 Cerro Corá - RN.",(84) 34882557,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.046799496,-36.3455398
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CORONEL SILVINO BEZERRA,24028800,RN,Florânia,Urbana,A escola não está em área de localização diferenciada,Pública,"R INACIO ARAUJO, 219 FLORES. 59335-000 Florânia - RN.",(84) 34352577,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-6.124256667,-36.81434167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL TEONIA AMARAL,24028819,RN,Florânia,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA MAE SANTA, PAZ E AMOR. 59335-000 Florânia - RN.",(84) 34352629,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MANOEL LUIS DE MARIA,24029424,RN,Lagoa Nova,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RADIR PEREIRA, 11 CENTRO. 59390-000 Lagoa Nova - RN.",(84) 34372267,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-6.09763,-36.46906
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ARISTOFANES FERNANDES ENS FUND E MEDIO,24029670,RN,Santana do Matos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE JOAO TEOTONIO, 100 CENTRO. 59520-000 Santana do Matos - RN.",(84) 34343923,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-5.9525137,-36.6538126
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MEIRA E SA ENS FUNDAMENTAL,24029696,RN,Santana do Matos,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL ANTONIO DE MACEDO, CENTRO. 59520-000 Santana do Matos - RN.",(84) 34342611,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.956055,-36.653825
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ARISTOFANES FERNANDES,24031054,RN,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO PAULINO DE SOUZA, 162 CENTRO. 59340-000 São Vicente - RN.",(84) 996572801,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-6.2184689,-36.6820215
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAQUIM ADELINO DE MEDEIROS,24031062,RN,São Vicente,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SENADOR AGENOR NUNES DE MARIA, 345 CENTRO. 59340-000 São Vicente - RN.",(84) 996386790,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-6.21902886,-36.6820194
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEJA SENADOR GUERRA,24031313,RN,Caicó,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA DR JOSE AUGUSTO, CENTRO. 59300-000 Caicó - RN.",(84) 34216059,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-6.46197838,-37.09400281
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE JOSE AUGUSTO,24031348,RN,Caicó,Urbana,A escola não está em área de localização diferenciada,Pública,"R ZECO DINIZ, 194 PENEDO. 59300-000 Caicó - RN.",(84) 34216052,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-6.4631229,-37.0919996
